read,bnf,read_new,bnf_new
ab2Q.,01.06.01.00,ab2Q,01060100
ab2R.,01.06.01.00,ab2R,01060100
ab2n.,01.06.01.00,ab2n,01060100
ab2o.,01.06.01.00,ab2o,01060100
ab2p.,01.06.01.00,ab2p,01060100
ab2q.,01.06.01.00,ab2q,01060100
ab2r.,01.06.01.00,ab2r,01060100
ab2t.,01.06.01.00,ab2t,01060100
ab2u.,01.06.01.00,ab2u,01060100
ab2v.,01.06.01.00,ab2v,01060100
ab2x.,01.06.01.00,ab2x,01060100
ab2y.,01.06.01.00,ab2y,01060100
ab3..,01.06.01.00,ab3,01060100
ab32.,01.06.01.00,ab32,01060100
ab33.,01.06.01.00,ab33,01060100
ab36.,01.06.01.00,ab36,01060100
ab37.,01.06.01.00,ab37,01060100
ab4..,01.06.01.00,ab4,01060100
ab41.,01.06.01.00,ab41,01060100
ab42.,01.06.01.00,ab42,01060100
ab43.,01.06.01.00,ab43,01060100
ab44.,01.06.01.00,ab44,01060100
ab45.,01.06.01.00,ab45,01060100
ab46.,01.02.00.00,ab46,01020000
ab4x.,01.06.01.00,ab4x,01060100
ab4y.,01.06.01.00,ab4y,01060100
ab4z.,01.06.01.00,ab4z,01060100
ac...,01.06.02.00,ac,01060200
ac1..,01.06.02.00,ac1,01060200
ac11.,01.06.02.00,ac11,01060200
ac12.,01.06.02.00,ac12,01060200
ac14.,01.06.02.00,ac14,01060200
ac15.,01.06.02.00,ac15,01060200
ac16.,01.06.02.00,ac16,01060200
ac2..,01.06.02.00,ac2,01060200
ac21.,01.06.02.00,ac21,01060200
ac3..,01.06.02.00,ac3,01060200
ac31.,01.06.02.00,ac31,01060200
ac4..,01.06.02.00,ac4,01060200
ac41.,01.06.02.00,ac41,01060200
ac42.,01.06.02.00,ac42,01060200
ac43.,01.06.02.00,ac43,01060200
ac44.,01.06.02.00,ac44,01060200
ac45.,01.06.02.00,ac45,01060200
ac46.,01.06.02.00,ac46,01060200
ac47.,01.06.02.00,ac47,01060200
ac48.,01.06.02.00,ac48,01060200
ac49.,01.06.02.00,ac49,01060200
ac4A.,01.06.02.00,ac4A,01060200
ac4B.,01.06.02.00,ac4B,01060200
ac4C.,01.06.02.00,ac4C,01060200
ac4D.,01.06.02.00,ac4D,01060200
ac4E.,01.06.02.00,ac4E,01060200
ac4F.,01.06.02.00,ac4F,01060200
ac4G.,01.06.02.00,ac4G,01060200
ac4a.,01.06.02.00,ac4a,01060200
ac5..,01.06.02.00,ac5,01060200
ac51.,01.06.02.00,ac51,01060200
ac52.,01.06.02.00,ac52,01060200
ac53.,01.06.02.00,ac53,01060200
ac54.,01.06.02.00,ac54,01060200
ac55.,01.06.02.00,ac55,01060200
ac56.,01.06.02.00,ac56,01060200
ac57.,01.06.02.00,ac57,01060200
ac58.,01.06.02.00,ac58,01060200
ac59.,01.06.02.00,ac59,01060200
ac5A.,01.06.02.00,ac5A,01060200
ac5B.,01.06.02.00,ac5B,01060200
ac6..,01.06.02.00,ac6,01060200
ac61.,01.06.02.00,ac61,01060200
ac7..,01.06.02.00,ac7,01060200
ac71.,01.06.02.00,ac71,01060200
ac74.,01.06.02.00,ac74,01060200
ac75.,01.06.02.00,ac75,01060200
ac76.,01.06.02.00,ac76,01060200
ac77.,01.06.02.00,ac77,01060200
ac78.,01.06.02.00,ac78,01060200
ac79.,01.06.02.00,ac79,01060200
ac7A.,01.06.02.00,ac7A,01060200
ac7v.,01.06.02.00,ac7v,01060200
ac7w.,01.06.02.00,ac7w,01060200
ac7x.,01.06.02.00,ac7x,01060200
ac7y.,01.06.02.00,ac7y,01060200
ac7z.,01.06.02.00,ac7z,01060200
ac8..,01.06.02.00,ac8,01060200
ac81.,01.06.02.00,ac81,01060200
ac82.,01.06.02.00,ac82,01060200
ac83.,01.06.05.00,ac83,01060500
ac84.,01.06.02.00,ac84,01060200
ac85.,01.06.02.00,ac85,01060200
ac86.,01.06.05.00,ac86,01060500
ac8w.,01.06.02.00,ac8w,01060200
ac8x.,01.06.02.00,ac8x,01060200
ac8y.,01.06.02.00,ac8y,01060200
ac8z.,01.06.05.00,ac8z,01060500
ad...,01.06.03.00,ad,01060300
ad1..,01.06.03.00,ad1,01060300
ad11.,01.06.03.00,ad11,01060300
ad12.,01.06.03.00,ad12,01060300
ad13.,01.06.03.00,ad13,01060300
ae...,01.06.04.00,ae,01060400
ae1..,01.06.04.00,ae1,01060400
ae11.,01.06.04.00,ae11,01060400
ae12.,01.06.04.00,ae12,01060400
ae13.,01.06.04.00,ae13,01060400
ae14.,01.06.04.00,ae14,01060400
ae15.,01.06.04.00,ae15,01060400
ae16.,01.06.04.00,ae16,01060400
ae17.,01.06.04.00,ae17,01060400
ae18.,01.06.04.00,ae18,01060400
ae19.,01.06.04.00,ae19,01060400
ae1A.,01.06.04.00,ae1A,01060400
ae1B.,01.06.04.00,ae1B,01060400
ae2..,01.06.04.00,ae2,01060400
ae21.,01.06.04.00,ae21,01060400
ae23.,01.06.04.00,ae23,01060400
ae3..,01.06.04.00,ae3,01060400
ae31.,01.06.04.00,ae31,01060400
ae32.,01.06.04.00,ae32,01060400
ae33.,01.06.04.00,ae33,01060400
ae4..,01.06.04.00,ae4,01060400
ae41.,01.06.05.00,ae41,01060500
ae42.,01.06.04.00,ae42,01060400
ae43.,01.06.05.00,ae43,01060500
ae44.,01.06.04.00,ae44,01060400
ae45.,01.06.04.00,ae45,01060400
ae46.,01.06.04.00,ae46,01060400
ae47.,01.06.04.00,ae47,01060400
ae48.,01.06.04.00,ae48,01060400
ae49.,01.06.04.00,ae49,01060400
ae4a.,01.06.04.00,ae4a,01060400
ae4b.,01.06.04.00,ae4b,01060400
ae4c.,01.06.04.00,ae4c,01060400
ae4d.,01.06.04.00,ae4d,01060400
ae4e.,01.06.04.00,ae4e,01060400
ae4f.,01.06.04.00,ae4f,01060400
ae4g.,01.06.04.00,ae4g,01060400
ae4h.,01.06.05.00,ae4h,01060500
ae4i.,01.06.04.00,ae4i,01060400
ae4j.,01.06.04.00,ae4j,01060400
ae4k.,01.06.04.00,ae4k,01060400
ae4l.,01.06.04.00,ae4l,01060400
ae4m.,01.06.04.00,ae4m,01060400
ae4n.,01.06.04.00,ae4n,01060400
ae4o.,01.06.04.00,ae4o,01060400
ae4p.,01.06.04.00,ae4p,01060400
ae4q.,01.06.04.00,ae4q,01060400
ae5..,01.06.04.00,ae5,01060400
ae51.,01.06.05.00,ae51,01060500
ae52.,01.06.05.00,ae52,01060500
ae6..,01.06.04.00,ae6,01060400
ae61.,01.06.04.00,ae61,01060400
ae6z.,01.06.04.00,ae6z,01060400
ae7..,01.06.04.00,ae7,01060400
ae71.,01.06.04.00,ae71,01060400
ae8..,01.06.05.00,ae8,01060500
ae81.,01.06.05.00,ae81,01060500
af...,01.06.00.00,af,01060000
af1..,01.06.00.00,af1,01060000
af11.,01.06.02.00,af11,01060200
af12.,01.06.02.00,af12,01060200
af13.,01.06.02.00,af13,01060200
af14.,01.06.02.00,af14,01060200
af15.,01.06.02.00,af15,01060200
af16.,01.06.04.00,af16,01060400
af17.,01.06.04.00,af17,01060400
af1A.,01.06.04.00,af1A,01060400
af1B.,01.06.04.00,af1B,01060400
af1C.,01.06.04.00,af1C,01060400
af1a.,01.06.02.00,af1a,01060200
af1b.,01.06.02.00,af1b,01060200
af1d.,01.06.03.00,af1d,01060300
af1e.,01.06.02.00,af1e,01060200
af1f.,01.06.04.00,af1f,01060400
af1g.,01.06.04.00,af1g,01060400
af1h.,01.06.04.00,af1h,01060400
af1k.,01.06.04.00,af1k,01060400
af1l.,01.06.04.00,af1l,01060400
af1m.,01.06.04.00,af1m,01060400
af1n.,01.06.02.00,af1n,01060200
af1o.,01.06.04.00,af1o,01060400
af1p.,01.06.02.00,af1p,01060200
af1q.,01.06.02.00,af1q,01060200
af1r.,01.06.04.00,af1r,01060400
af1s.,01.06.03.00,af1s,01060300
af1t.,01.06.02.00,af1t,01060200
af1v.,01.06.04.00,af1v,01060400
af1w.,01.06.04.00,af1w,01060400
af1x.,01.06.04.00,af1x,01060400
af1y.,01.06.04.00,af1y,01060400
ag...,01.06.00.00,ag,01060000
ag1..,01.06.00.00,ag1,01060000
ag11.,01.06.02.00,ag11,01060200
ag12.,01.06.02.00,ag12,01060200
ag13.,01.06.00.00,ag13,01060000
ag14.,01.06.00.00,ag14,01060000
ag15.,01.06.02.00,ag15,01060200
ag16.,01.06.02.00,ag16,01060200
ag17.,01.06.04.00,ag17,01060400
ag19.,01.06.02.00,ag19,01060200
ag1A.,01.06.02.00,ag1A,01060200
ag1B.,01.06.07.00,ag1B,01060700
ag1C.,01.06.07.00,ag1C,01060700
ag1D.,01.06.07.00,ag1D,01060700
ag1E.,01.06.07.00,ag1E,01060700
ag1F.,01.06.00.00,ag1F,01060000
ag1G.,01.06.00.00,ag1G,01060000
ag1H.,01.06.00.00,ag1H,01060000
ag1I.,01.06.00.00,ag1I,01060000
ah...,01.07.01.00,ah,01070100
ah1..,01.07.01.00,ah1,01070100
ah11.,01.07.01.00,ah11,01070100
ah12.,01.07.01.00,ah12,01070100
ah13.,01.07.01.00,ah13,01070100
ah16.,01.07.01.00,ah16,01070100
ah17.,01.07.01.00,ah17,01070100
ah18.,01.07.01.00,ah18,01070100
ah19.,01.07.01.00,ah19,01070100
ah1A.,01.07.01.00,ah1A,01070100
ah1B.,01.07.01.00,ah1B,01070100
ah1C.,01.07.01.00,ah1C,01070100
ah1D.,01.07.01.00,ah1D,01070100
ah1E.,01.07.02.00,ah1E,01070200
ah1a.,01.07.01.00,ah1a,01070100
ah1d.,13.13.00.00,ah1d,13130000
ah1e.,13.13.00.00,ah1e,13130000
ah1g.,01.07.01.00,ah1g,01070100
ah1h.,01.07.01.00,ah1h,01070100
ah1i.,01.07.01.00,ah1i,01070100
ah1j.,01.07.01.00,ah1j,01070100
ah1k.,01.07.01.00,ah1k,01070100
ah1l.,01.07.01.00,ah1l,01070100
ai...,00.00.00.00,ai,00000000
ai1..,01.05.02.00,ai1,01050200
ai11.,01.05.02.00,ai11,01050200
ai12.,01.05.02.00,ai12,01050200
ai14.,01.05.02.00,ai14,01050200
ai2..,01.05.02.00,ai2,01050200
ai21.,01.05.02.00,ai21,01050200
ai22.,01.05.02.00,ai22,01050200
ai23.,01.05.02.00,ai23,01050200
ai24.,01.05.02.00,ai24,01050200
ai25.,01.05.02.00,ai25,01050200
ai26.,01.05.02.00,ai26,01050200
ai27.,01.05.02.00,ai27,01050200
ai28.,01.05.02.00,ai28,01050200
ai29.,01.05.02.00,ai29,01050200
ai2a.,01.05.02.00,ai2a,01050200
ai2b.,01.05.02.00,ai2b,01050200
ai3..,01.05.02.00,ai3,01050200
ai31.,01.05.02.00,ai31,01050200
ai32.,01.05.02.00,ai32,01050200
ai33.,01.05.02.00,ai33,01050200
ai34.,01.05.02.00,ai34,01050200
aj...,01.07.02.00,aj,01070200
aj1..,01.07.02.00,aj1,01070200
aj11.,01.07.01.00,aj11,01070100
aj12.,01.07.01.00,aj12,01070100
aj13.,01.07.02.00,aj13,01070200
aj14.,01.07.02.00,aj14,01070200
aj15.,01.07.02.00,aj15,01070200
aj16.,01.07.02.00,aj16,01070200
aj17.,01.07.02.00,aj17,01070200
aj19.,01.07.02.00,aj19,01070200
aj1a.,01.07.02.00,aj1a,01070200
aj1b.,01.07.02.00,aj1b,01070200
aj1c.,01.07.02.00,aj1c,01070200
aj1d.,01.07.02.00,aj1d,01070200
aj1e.,01.07.02.00,aj1e,01070200
aj1f.,01.07.02.00,aj1f,01070200
aj1g.,01.07.02.00,aj1g,01070200
aj1h.,01.07.02.00,aj1h,01070200
aj1i.,01.07.02.00,aj1i,01070200
aj1j.,01.07.02.00,aj1j,01070200
aj1k.,01.07.02.00,aj1k,01070200
aj1l.,01.07.02.00,aj1l,01070200
aj1m.,01.07.02.00,aj1m,01070200
aj1p.,01.07.02.00,aj1p,01070200
aj1q.,01.07.02.00,aj1q,01070200
aj1r.,01.07.02.00,aj1r,01070200
aj1s.,01.07.02.00,aj1s,01070200
aj1t.,01.07.02.00,aj1t,01070200
ak...,00.00.00.00,ak,00000000
ak1..,01.07.03.00,ak1,01070300
ak11.,01.07.03.00,ak11,01070300
ak12.,01.07.03.00,ak12,01070300
ak13.,01.07.03.00,ak13,01070300
ak2..,01.07.04.00,ak2,01070400
ak21.,01.07.00.00,ak21,01070000
ak22.,01.07.04.00,ak22,01070400
ak2z.,01.07.04.00,ak2z,01070400
am...,01.09.01.00,am,01090100
am1..,01.09.01.00,am1,01090100
am11.,01.09.01.00,am11,01090100
am12.,01.09.01.00,am12,01090100
am13.,01.09.01.00,am13,01090100
am14.,01.09.01.00,am14,01090100
am16.,01.09.01.00,am16,01090100
am1y.,01.09.01.00,am1y,01090100
am2..,01.09.01.00,am2,01090100
am21.,01.09.01.00,am21,01090100
am3..,01.09.01.00,am3,01090100
am31.,01.09.01.00,am31,01090100
am32.,01.09.01.00,am32,01090100
am33.,01.09.01.00,am33,01090100
am34.,01.09.01.00,am34,01090100
am35.,01.09.01.00,am35,01090100
am36.,01.09.01.00,am36,01090100
am37.,01.09.01.00,am37,01090100
am38.,01.09.01.00,am38,01090100
am3w.,01.09.01.00,am3w,01090100
am3x.,01.09.01.00,am3x,01090100
am3y.,01.09.01.00,am3y,01090100
am3z.,01.09.01.00,am3z,01090100
am4..,01.09.01.00,am4,01090100
am41.,01.09.01.00,am41,01090100
am5..,01.09.01.00,am5,01090100
am51.,01.09.01.00,am51,01090100
am52.,01.09.01.00,am52,01090100
am53.,01.09.01.00,am53,01090100
am54.,01.09.01.00,am54,01090100
am6..,01.09.01.00,am6,01090100
am61.,01.09.01.00,am61,01090100
am62.,01.09.01.00,am62,01090100
am63.,01.09.01.00,am63,01090100
am64.,01.09.01.00,am64,01090100
an...,01.09.02.00,an,01090200
an1..,01.09.02.00,an1,01090200
an12.,01.09.02.00,an12,01090200
an13.,01.09.02.00,an13,01090200
ao...,01.09.03.00,ao,01090300
ao1..,01.09.03.00,ao1,01090300
ap...,01.09.04.00,ap,01090400
ap1..,01.09.04.00,ap1,01090400
ap11.,01.09.04.00,ap11,01090400
ap12.,01.09.04.00,ap12,01090400
ap13.,01.09.04.00,ap13,01090400
ap14.,01.09.04.00,ap14,01090400
ap15.,01.09.04.00,ap15,01090400
ap16.,01.09.04.00,ap16,01090400
ap17.,01.09.04.00,ap17,01090400
ap18.,01.09.04.00,ap18,01090400
ap19.,01.09.04.00,ap19,01090400
ap1a.,01.09.04.00,ap1a,01090400
ap1b.,01.09.04.00,ap1b,01090400
ap1c.,01.09.04.00,ap1c,01090400
ap1d.,01.09.04.00,ap1d,01090400
ap1e.,01.09.04.00,ap1e,01090400
ap1f.,01.09.04.00,ap1f,01090400
ap1g.,01.09.04.00,ap1g,01090400
ap1h.,01.09.04.00,ap1h,01090400
ap1j.,01.09.04.00,ap1j,01090400
ap1k.,01.09.04.00,ap1k,01090400
ap1m.,01.09.04.00,ap1m,01090400
ap1n.,01.09.04.00,ap1n,01090400
ap1p.,01.09.04.00,ap1p,01090400
ap1q.,01.09.04.00,ap1q,01090400
ap1r.,01.09.04.00,ap1r,01090400
ap1s.,01.09.04.00,ap1s,01090400
ap1t.,01.09.04.00,ap1t,01090400
ap1u.,01.09.04.00,ap1u,01090400
aq1..,00.00.00.00,aq1,00000000
aq11.,00.00.00.00,aq11,00000000
ar...,00.00.00.00,ar,00000000
ar1..,00.00.00.00,ar1,00000000
ar11.,00.00.00.00,ar11,00000000
ar12.,00.00.00.00,ar12,00000000
ar13.,00.00.00.00,ar13,00000000
ar14.,00.00.00.00,ar14,00000000
ar15.,00.00.00.00,ar15,00000000
ar16.,00.00.00.00,ar16,00000000
ar17.,00.00.00.00,ar17,00000000
ar18.,00.00.00.00,ar18,00000000
ar19.,00.00.00.00,ar19,00000000
ar1A.,00.00.00.00,ar1A,00000000
ar1B.,00.00.00.00,ar1B,00000000
ar1C.,00.00.00.00,ar1C,00000000
ar1D.,00.00.00.00,ar1D,00000000
as...,00.00.00.00,as,00000000
as1..,00.00.00.00,as1,00000000
as11.,00.00.00.00,as11,00000000
as12.,00.00.00.00,as12,00000000
as2..,00.00.00.00,as2,00000000
as21.,00.00.00.00,as21,00000000
as3..,00.00.00.00,as3,00000000
as31.,00.00.00.00,as31,00000000
as4..,00.00.00.00,as4,00000000
as41.,00.00.00.00,as41,00000000
at1..,00.00.00.00,at1,00000000
at11.,00.00.00.00,at11,00000000
at2..,00.00.00.00,at2,00000000
at21.,00.00.00.00,at21,00000000
at22.,00.00.00.00,at22,00000000
at23.,13.00.00.00,at23,13000000
at24.,13.00.00.00,at24,13000000
au1..,00.00.00.00,au1,00000000
au11.,00.00.00.00,au11,00000000
au2..,00.00.00.00,au2,00000000
au21.,00.00.00.00,au21,00000000
au22.,00.00.00.00,au22,00000000
av...,00.00.00.00,av,00000000
av1..,00.00.00.00,av1,00000000
av11.,01.03.00.00,av11,01030000
av12.,01.03.00.00,av12,01030000
av13.,01.03.00.00,av13,01030000
av14.,01.03.00.00,av14,01030000
av15.,01.03.00.00,av15,01030000
av16.,01.03.00.00,av16,01030000
av17.,01.03.00.00,av17,01030000
av18.,01.03.00.00,av18,01030000
av19.,01.03.00.00,av19,01030000
aw...,00.00.00.00,aw,00000000
aw1..,04.05.01.00,aw1,04050100
aw11.,04.05.01.00,aw11,04050100
aw12.,04.05.01.00,aw12,04050100
aw13.,04.05.01.00,aw13,04050100
aw14.,04.05.01.00,aw14,04050100
aw15.,04.05.01.00,aw15,04050100
aw16.,04.05.01.00,aw16,04050100
aw17.,04.05.01.00,aw17,04050100
ax1..,01.06.06.00,ax1,01060600
ax11.,01.06.06.00,ax11,01060600
ax12.,01.06.06.00,ax12,01060600
ax2..,01.06.06.00,ax2,01060600
ax21.,01.06.06.00,ax21,01060600
ax22.,01.06.06.00,ax22,01060600
ax23.,01.06.06.00,ax23,01060600
ax24.,01.06.06.00,ax24,01060600
ay...,01.04.00.00,ay,01040000
ay1..,01.04.00.00,ay1,01040000
ay11.,01.04.00.00,ay11,01040000
ay12.,01.04.00.00,ay12,01040000
ay13.,01.04.00.00,ay13,01040000
ay14.,01.04.00.00,ay14,01040000
ay15.,01.04.00.00,ay15,01040000
ay16.,01.04.00.00,ay16,01040000
az...,01.00.00.00,az,01000000
az1..,01.00.00.00,az1,01000000
az11.,01.00.00.00,az11,01000000
az12.,01.00.00.00,az12,01000000
b....,02.00.00.00,b,02000000
b1...,02.01.01.00,b1,02010100
b11..,02.01.01.00,b11,02010100
b111.,02.01.01.00,b111,02010100
b112.,02.01.01.00,b112,02010100
b113.,02.01.01.00,b113,02010100
b114.,02.01.01.00,b114,02010100
b115.,02.01.01.00,b115,02010100
b116.,02.01.01.00,b116,02010100
b117.,02.01.01.00,b117,02010100
b118.,02.01.01.00,b118,02010100
b119.,02.01.01.00,b119,02010100
b11A.,02.01.01.00,b11A,02010100
b11B.,02.01.01.00,b11B,02010100
b11C.,02.01.01.00,b11C,02010100
b11D.,02.01.01.00,b11D,02010100
b11E.,02.01.01.00,b11E,02010100
b12..,02.01.01.00,b12,02010100
b121.,02.01.01.00,b121,02010100
b13..,02.01.01.00,b13,02010100
b131.,02.01.01.00,b131,02010100
b13z.,02.01.01.00,b13z,02010100
b14..,00.00.00.00,b14,00000000
b15..,02.01.01.00,b15,02010100
b16..,02.01.01.00,b16,02010100
b161.,02.01.01.00,b161,02010100
b162.,02.01.01.00,b162,02010100
b163.,02.01.01.00,b163,02010100
b164.,02.01.01.00,b164,02010100
b2...,02.02.01.00,b2,02020100
b21..,02.02.01.00,b21,02020100
b211.,02.02.01.00,b211,02020100
b212.,02.02.01.00,b212,02020100
b213.,02.02.01.00,b213,02020100
b214.,02.02.01.00,b214,02020100
b215.,02.02.01.00,b215,02020100
b216.,02.02.01.00,b216,02020100
b217.,02.02.01.00,b217,02020100
b218.,02.02.01.00,b218,02020100
b219.,02.02.01.00,b219,02020100
b21A.,02.02.01.00,b21A,02020100
b21B.,02.02.01.00,b21B,02020100
b21a.,00.00.00.00,b21a,00000000
b21b.,02.02.01.00,b21b,02020100
b22..,02.02.01.00,b22,02020100
b221.,02.02.01.00,b221,02020100
b222.,02.02.01.00,b222,02020100
b22y.,02.02.01.00,b22y,02020100
b22z.,02.02.01.00,b22z,02020100
b23..,02.02.01.00,b23,02020100
b231.,02.02.01.00,b231,02020100
b232.,02.02.01.00,b232,02020100
b23y.,02.02.01.00,b23y,02020100
b23z.,02.02.01.00,b23z,02020100
b24..,02.02.01.00,b24,02020100
b25..,02.02.01.00,b25,02020100
b251.,02.02.01.00,b251,02020100
b25z.,02.02.01.00,b25z,02020100
b26..,02.02.01.00,b26,02020100
b261.,02.02.01.00,b261,02020100
b262.,02.02.01.00,b262,02020100
b263.,02.02.01.00,b263,02020100
b264.,02.02.01.00,b264,02020100
b26y.,02.02.01.00,b26y,02020100
b26z.,02.02.01.00,b26z,02020100
b27..,02.02.01.00,b27,02020100
b271.,02.02.01.00,b271,02020100
b27z.,02.02.01.00,b27z,02020100
b28..,02.02.01.00,b28,02020100
b281.,02.02.01.00,b281,02020100
b282.,02.02.01.00,b282,02020100
b283.,02.02.01.00,b283,02020100
b284.,02.02.01.00,b284,02020100
b285.,02.02.01.00,b285,02020100
b286.,02.02.01.00,b286,02020100
b287.,02.02.01.00,b287,02020100
b288.,02.02.01.00,b288,02020100
b289.,02.02.01.00,b289,02020100
b28z.,02.02.01.00,b28z,02020100
b29..,02.02.01.00,b29,02020100
b291.,02.02.01.00,b291,02020100
b29z.,02.02.01.00,b29z,02020100
b2a..,02.02.01.00,b2a,02020100
b2a1.,02.02.01.00,b2a1,02020100
b2az.,02.02.01.00,b2az,02020100
b2b..,02.02.01.00,b2b,02020100
b2b1.,02.02.01.00,b2b1,02020100
b2b2.,02.02.01.00,b2b2,02020100
b2b3.,02.02.01.00,b2b3,02020100
b2bz.,02.02.01.00,b2bz,02020100
b2c..,02.02.01.00,b2c,02020100
b2c1.,02.02.01.00,b2c1,02020100
b2cz.,02.02.01.00,b2cz,02020100
b2d..,02.02.01.00,b2d,02020100
b2d1.,02.02.01.00,b2d1,02020100
b2dz.,02.02.01.00,b2dz,02020100
b3...,02.02.02.00,b3,02020200
b31..,02.02.02.00,b31,02020200
b311.,02.02.02.00,b311,02020200
b312.,02.02.02.00,b312,02020200
b313.,02.02.02.00,b313,02020200
b31A.,02.02.02.00,b31A,02020200
b31B.,02.02.02.00,b31B,02020200
b31C.,02.02.02.00,b31C,02020200
b31D.,02.02.02.00,b31D,02020200
b31E.,02.02.02.00,b31E,02020200
b31F.,02.02.02.00,b31F,02020200
b31G.,02.02.02.00,b31G,02020200
b31H.,02.02.02.00,b31H,02020200
b31a.,02.02.02.00,b31a,02020200
b31b.,02.02.02.00,b31b,02020200
b31c.,02.02.02.00,b31c,02020200
b31d.,02.02.02.00,b31d,02020200
b31e.,00.00.00.00,b31e,00000000
b31g.,02.02.02.00,b31g,02020200
b31h.,02.02.02.00,b31h,02020200
b31i.,02.02.02.00,b31i,02020200
b31j.,02.02.02.00,b31j,02020200
b31k.,02.02.02.00,b31k,02020200
b31l.,02.02.02.00,b31l,02020200
b31m.,02.02.02.00,b31m,02020200
b31n.,02.02.02.00,b31n,02020200
b31o.,02.02.02.00,b31o,02020200
b31p.,02.02.02.00,b31p,02020200
b31q.,02.02.02.00,b31q,02020200
b31r.,02.02.02.00,b31r,02020200
b31s.,02.02.02.00,b31s,02020200
b31t.,02.02.02.00,b31t,02020200
b31u.,02.02.02.00,b31u,02020200
b31x.,02.02.02.00,b31x,02020200
b31y.,02.02.02.00,b31y,02020200
b31z.,02.02.02.00,b31z,02020200
b32..,02.02.02.00,b32,02020200
b321.,02.02.02.00,b321,02020200
b322.,02.02.02.00,b322,02020200
b323.,02.02.02.00,b323,02020200
b324.,02.02.02.00,b324,02020200
b325.,02.02.02.00,b325,02020200
b326.,02.02.02.00,b326,02020200
b327.,02.02.02.00,b327,02020200
b328.,02.02.02.00,b328,02020200
b32u.,02.02.02.00,b32u,02020200
b32v.,02.02.02.00,b32v,02020200
b32w.,02.02.02.00,b32w,02020200
b32x.,02.02.02.00,b32x,02020200
b32y.,02.02.02.00,b32y,02020200
b32z.,02.02.02.00,b32z,02020200
b33..,02.02.02.00,b33,02020200
b331.,02.02.02.00,b331,02020200
b332.,02.02.02.00,b332,02020200
b33y.,02.02.02.00,b33y,02020200
b33z.,02.02.02.00,b33z,02020200
b34..,02.02.02.00,b34,02020200
b341.,02.02.02.00,b341,02020200
b34z.,02.02.02.00,b34z,02020200
b35..,02.02.02.00,b35,02020200
b351.,02.02.02.00,b351,02020200
b352.,02.02.02.00,b352,02020200
b353.,02.02.02.00,b353,02020200
b354.,02.02.02.00,b354,02020200
b355.,02.02.02.00,b355,02020200
b356.,02.02.02.00,b356,02020200
b357.,02.02.02.00,b357,02020200
b358.,02.02.02.00,b358,02020200
b359.,02.02.02.00,b359,02020200
b35A.,02.02.02.00,b35A,02020200
b4...,02.02.03.00,b4,02020300
b41..,02.02.03.00,b41,02020300
b411.,02.02.03.00,b411,02020300
b412.,02.02.03.00,b412,02020300
b413.,02.02.03.00,b413,02020300
b414.,02.02.03.00,b414,02020300
b415.,02.02.03.00,b415,02020300
b41z.,02.02.03.00,b41z,02020300
b42..,02.02.03.00,b42,02020300
b421.,02.02.03.00,b421,02020300
b42z.,02.02.03.00,b42z,02020300
b43..,02.02.03.00,b43,02020300
b431.,02.02.03.00,b431,02020300
b432.,02.02.03.00,b432,02020300
b433.,02.02.03.00,b433,02020300
b434.,02.02.03.00,b434,02020300
b435.,02.02.03.00,b435,02020300
b436.,02.02.03.00,b436,02020300
b438.,02.02.03.00,b438,02020300
b439.,02.02.03.00,b439,02020300
b43A.,02.02.03.00,b43A,02020300
b43a.,02.02.03.00,b43a,02020300
b43b.,02.02.03.00,b43b,02020300
b43c.,02.02.03.00,b43c,02020300
b43d.,02.02.03.00,b43d,02020300
b43e.,02.02.03.00,b43e,02020300
b43f.,02.02.03.00,b43f,02020300
b43g.,02.02.03.00,b43g,02020300
b43h.,02.02.03.00,b43h,02020300
b43i.,02.02.03.00,b43i,02020300
b43j.,02.02.03.00,b43j,02020300
b43k.,02.02.03.00,b43k,02020300
b43l.,02.02.03.00,b43l,02020300
b43m.,02.02.03.00,b43m,02020300
b43n.,02.02.03.00,b43n,02020300
b43z.,02.02.03.00,b43z,02020300
b44..,02.02.03.00,b44,02020300
b441.,02.02.03.00,b441,02020300
b44z.,02.02.03.00,b44z,02020300
b45..,02.02.03.00,b45,02020300
b451.,02.02.03.00,b451,02020300
b452.,02.02.03.00,b452,02020300
b45y.,02.02.03.00,b45y,02020300
b45z.,02.02.03.00,b45z,02020300
b5...,02.02.04.00,b5,02020400
b51..,02.02.04.00,b51,02020400
b511.,02.02.04.00,b511,02020400
b512.,02.02.04.00,b512,02020400
b513.,02.02.04.00,b513,02020400
b514.,02.02.04.00,b514,02020400
b515.,02.02.04.00,b515,02020400
b516.,02.02.04.00,b516,02020400
b517.,02.02.04.00,b517,02020400
b518.,02.02.04.00,b518,02020400
b519.,02.02.04.00,b519,02020400
b51A.,02.02.04.00,b51A,02020400
b51B.,02.02.04.00,b51B,02020400
b51C.,02.02.04.00,b51C,02020400
b51D.,02.02.04.00,b51D,02020400
b51E.,02.02.04.00,b51E,02020400
b51F.,02.02.04.00,b51F,02020400
b51G.,02.02.04.00,b51G,02020400
b51H.,02.02.04.00,b51H,02020400
b51J.,02.02.04.00,b51J,02020400
b51K.,02.02.04.00,b51K,02020400
b51L.,02.02.04.00,b51L,02020400
b51M.,02.02.04.00,b51M,02020400
b51N.,02.02.04.00,b51N,02020400
